name,finding_id
Cushingoid habitus,recVbtOqhmYKxUchG
Increased vocal fremitus,recVWmLHoB62FCFDz
Chancre,recVYa0iNRES93Akp
High arched palate,recV6Ca3WzivBvT82
Metamorphopsia,recVhaRuNB2uXPnqD
 gigantism,recVkin4zbDJre19U
Horner's syndrome,recVl1oUK1NkjT3bA
Eye red,recVwvvRgKQivIT6i
Urticaria,recVFaDBOUuX43zNM
 cornea guttata,recWeFm6s1LX219l4
Erythrocyanosis,recWJxpsT3Z9tunQn
External ophthalmoplegia,recWQneoXMuvhnz12
 abnormal reflexes,recWhKi6NaV4opTU8
Flow murmur,recWingKmi0gR7Sgs
Reported female infertility,recWs7pj3SnHV8qhx
 erythema marginatum,recWsGCrc9UEopDl3
Sustained apical cardiac impulse,recWtsdwLYZEtuV1R
Wide split of second heart sound,recWvMzGwoKP7VxuA
Limb hypertrophy,recWC1m4iOZxFNjeV
 retinoschisis,recWEISEWwQZKL8qr
Ocular hypertelorism,recXJ1aTfCUudgQER
 onychogryphosis,recXKIJz7uhaDEz7w
 coxa vara,recXLjtPbq1Fs2doM
 angioid streaks of the retina,recX5UCbi7E3pZ4l5
 ciliary muscle spasm,recXlw7WOBCroGRyA
 peripheral vasoconstriction,recXsHH4RV2YXX7hn
 periorbital swelling,recYIZti16GNE1NiZ
 puerperal pyrexia,recYJC8YXLAvXIKa3
 metaphyseal dysplasia (phenotype),recYRozeJqzlGSWCb
Upper motor neuron lesion,recYZbWh56nLeznSb
 post-menopausal PV bleed,recYZEw0tGbnfOnxc
Hair abnormality,recY3j3YPLw8SM4Ch
Micromelia,recYjSHLMCukg7uRA
Reported breast lump,recZeYkBnHUdKwi14
Exophthalmos,recZUxN9loyTXVZcU
 cubital tunnel syndrome,recZ13ezyj5k8f24J
 prepubertal PV bleed,recZlt09QvAAKUEh0
Macrostomia,recZmUPRRXDYsNv1B
Hemosiderin deposition,recZx15oqRpir1KDm
Taurodontism,rec0i3cTDjGzyk0ql
 neurofibromata,rec1cMghXoH8Bfcy8
Choreoathetosis,rec1WQAriSJGL3Sht
 plagiocephaly,rec15sFtYA8vEFFkX
 arthrogryposis,rec1FyQmRUBgBSJZp
Corectopia,rec2fnqQjBmTKJ0YT
 poliosis,rec2lltys1HULWfYG
 trichorrhexis nodosa,rec3eN9bBtN6jsO0B
Xanthelasma palpebrarum,rec3UvTfFZs96QcO5
 subretinal neovascular membrane,rec3hC0sg3aKr2MGl
 cranioschisis,rec3D2pYpvrI6qKXl
Microtia,rec4fCcCgSlRdbYfi
Corneal opacity,rec4X6Yl6WB4lFPcL
Onychorrhexis,rec5tCL6cHv5H8HeL
 trichiasis,rec66ociX4BB6XCx9
 cerebral ventriculomegaly,rec66h1LePE0b0PiM
 schamroth's window test,recydTrGBFNOI8E7w
 brodie–Trendelenburg test,recurhaHPjupfUWBw
Positive unterberger's test,recRHMjcEywq4UGNc
Positive yergason's test,recXp0ZhU4aF3IS29
 dix-hallpike maneuver,recx0LrCNOll0GeHx
 calcium infusion study,recA3qUWMqHCW7tMT
Positive middleton's maneuver,recBgENCRrw7f6Uka
Negative cuff leak test,recewGMNZFMyN2ZQB
Reported inability to ride a bicycle,recfkHySxTb4v9mzB
Positive hyperventilation test,recjd35m0fYJKlWaa
Positive secretin stimulation test,recZltSlJ06BuZlK0
Decreased systolic murmur volume with Valsalva,rec44MqIMj0Q3Zxjo
Increased systolic murmur volume with Valsalva,recjQ5BiXfAyWcm1M
Fever and leukocytosis,rectLHXbxSBF8Irvg
 AUDIT or AUDIT-C score ≥ 8,recWvew1huPNRYhUn
 TWEAK score ≥ 2 or T-ACE score ≥ 1,recs2LqXnfJQYoCs6
Carotid bruit and CNS symptoms,recMqj6sYXrL63DuI
 BNP ≤ 37 pg/mL and any clinical finding of heart failure,recIHn4x529ZLdfm8
 BNP > 37 pg/mL and no clinical finding of heart failure,recaAdNfsQ3krj17D
 BNP ≤ 37 pg/mL and no clinical finding of heart failure,recraWkys7fiBYpey
Reported fever and cough of acute onset,reciX4ejX8MQlsUtw
Epigastric or flank bruit,recyfUbtK3pmgVr3H
Reported pleuritic chest pain or hemoptysis,recyPSGys15Rlt4g3
Positive dipstick nitrite or dipstick blood and leukocyte esterase,recB3VsknsmgPmuQO
Reported fatigue and weight gain,recFwIx1LgqcX66or
 proteinuria and hypertension,rec78jySTO93PnTeb
 no presyncope with prolonged sitting or standing,recbEVI3MNdAuLr0y
Recent history arterial blood gas or history of dvt,receGzWHWWPDswHeR
Abnormal bile duct dilatation or any elevated liver test,recfotUsb2pG4i6qS
" arterial oxygen, D-dimer, or respiratory rate",reciwUEnwUMUP9QP0
Anemia and elevated erythrocyte sedimentation rate,reclhO0JXMsg0TpTG
" >= 2 of tremor, rigidity, and bradykinesia",recpUJKDa0GSbz13v
"Decreased serum vitamin B12, decreased or folate, decreased",recpiD5gig85aPVlq
Positive c-ANCA and anti-PR3 antibodies,recqOpug7bhLVsG7x
Clinical and ct diagnosis,recqWXJuC9CyTjqd8
Facial hypoesthesia,recwYjfagfoReRxNY
Abnormal renal ultrasound or dmsa scan,recHG7ShmFSxYjXdJ
 symptomatic or other congenital abnormalities,recIwPEbLGkVUQQio
Recent history arterial oxygen or history of dvt,recK0YkscSUiY9nUG
Leukocytosis or hyponatremia,recNou1xgzwB2N1Dj
Observed cervical length plus ffn,recND1IORirWNCt9P
Abnormal abnormal complete blood count or albumin < 3.5 or abnormal liver enzymes or lactate dehydrogenase > 500,recP2Rhu5XcJE4PeI
"Abnormal serum protein electrophoresis, abnormal and free light chains, abnormal",recWknjNxeKKQhlU3
"Positive urine dipstick leukocyte esterase or nitrite, positive",rec2ZpFYKE9dmXxc3
 unilateral nasal discharge and unilateral pain,rec2nlioWCGOcjARI
 osteopenia or fracture,rec5H5GTXM3kjZwir
Positive findings of structural heart disease in Athletes,recEvmIMiMYEgvwT6
" headache, vision disturbance, or epigastric pain  on physical examination",rece2DAhk8NRQK5Xx
"Fever, leukocytosis, and purulent sputum (>= 2/3)",recwGLj9hcsTWzsbJ
" fever, leukocytosis, neck stiffness, and altered mental status",recI117N59aWLdIVI
"Reported fever, leukocytosis, thrombocytopenia, and splenomegaly",recNktQyO7QkDu3dP
" abnormal AFP, hCG and UE3",recNn5WbqWUWnmMCF
"Decreased paO2 < 80, positive D-dimer, OR resp rate > 20",recXxjkQ8zo5Kfq3T
 lymphocytes ≥ 50% and atypical lymphocytes ≥ 10%,rec4HJIO1dC4hUKlu
 BNP > 37 pg/ml and any clinical finding of heart failure,recTHN7D2AgKGB9ip
 hawkins' sign and Neer's signs,reccGFs4RbhUh0xvZ
 snoring severity scale >= 4 and BMI >= 26,recE8XoFgLtyZcxUL
Aspartate aminotransferase > 130 U/L or alanine aminotransferase > 130 U/L,recavdNFbDhH27tl1
" abnormal mental status, abdominal guarding, or abdominal tenderness",recmOqO9XKma4bNf8
" abnormal mental status, abdominal guarding, abdominal tenderness, abnormal FAST examination result, or abnormal chest radiograph",reckrfZwIKRiq9SO6
"Decreased hematuria (25 RBCs/high-power field), abnormal chest radiograph, abdominal tenderness, GCS score 14, costal margin tenderness, femur fracture, or hematocrit < 30%",recWgLaoqGEsCjuiY
" abnormal mental status, abdominal guarding, abdominal tenderness, AST > 50 U/L, WBC count > 10 000 cells/μL, or hematocrit < 36%",rec5T7xLv7aoDFZgJ
" abnormal mental status, abdominal guarding, abdominal tenderness, AST > 50 U/L, WBC count > 10 000 cells/μL, hematocrit < 36%, abnormal FAST examination result, or abnormal chest radiograph",rec6ninXASPEdBmmG
All 4 findings of ventilator-associated pneumonia,rect8AfeCQRYaL7oj
 presence of femoral bruit or absence of pedal pulse,recQ1tP2etuXzoYU2
" presence of femoral bruit, absence of pedal pulse, or history of claudication",rec1ct9EJDzWzL9Ti
 low electrical voltages and LV septum thickness > 1.98 cm,rec5drGOHIiW0aZNv
Evidence of recent or ongoing bleeding,recAvf8oDuevqnJRK
 CK > 1000 units/L or abnormal EMG or abnormal muscle MRI,recmq8Og9K5y18KR7
 abnormal EMG or abnormal muscle MRI,recrzQpnP8DBp2XGW
 CK > 1000 units/L or abnormal MRI,recvHaUh5CHIi3Ftz
Increased increased pH and decreased partial pressure of carbon dioxide,recxzqALmuJCKoZUl
Increased decreased pH and increased partial pressure of carbon dioxide,recyCSlBlNy97Z1qF
Increased decreased testosterone and increased gonadotropin releasing hormone,recAN6a61Lm9GYSfq
Increased metabolic acidosis and increased anion gap,recCl1bKh87oRvsJu
" serum pH, decreased and ketones, increased",recCmpS9ANkua7nav
Increased increased pH and and normal anion gap,receIzvHFn42staL7
Decreased decreased testosterone and decreased gonadotropin releasing hormone,reco2NhPXH3KfsPuo
Lactic acidosis,recKKydFYbygeOLD7
"Reported tender adenopathy, pharyngeal exudates, pharyngeal erythema, and enlarged tonsils",rec24G8coDOuU8zSq
 arthritis and diarrhea,recAijaXgZDpvCrwX
 arthritis and heart murmur,recGsucncNkSQop1n
 arthritis and rash,recb5LAL9COaWmNIq
 arthritis and muscle weakness,recigvsBmHqyBdZ2M
Arthritis and weight loss,recIpwl7cOKvqVmtU
Arthritis and subcutaneous nodules,recJfuhkbKot76gha
Arthritis and eye lesions,recOqBKkIJAc3ko7K
" arthritis, fever, and rash",recUWxQHMfYG7SSEo
 arthritis and abdominal pain,rec5p3TmcXKXYQti6
Decreased urine calcium to urine creatinine ratio (< 0.01),recHs8iJvkho9FBmp
 AUDIT score,recKMZXXZtidqURgl
 malnutrition screening tool,recQ89gVm2JTAuoGb
 AUDIT or AUDIT-C ≤ 8,recVdATt4iAK38EsE
 CAGE score  (>= 1),receINphLrmpczp4g
 TWEAK score ≤ 1 or T-ACE score of 0,recyM1oiwetuWjVqs
Increased alvarado score (>= 7),recJKVWPaSuA2q5HA
 wells score (high probability patients) (>= 3),recpNPTkNqXslPQ51
 wells score,recS8Heihbymph0qi
" wells score (score of <= 0, patient with low pretest probability)",recvVVawciQfPZRVb
Positive light's criteria (= 3/3),recNGsxOWSUXxNL6M
Positive PHQ-9 score (>= 10),recrcYekST6w14xEo
Positive PRIME-MD (>= 1),recF4F43h0otfH2Rs
 ABCDE score (>= 1),recBCY0mnehDgK56O
Increased osteoporosis risk assessment instrument (ORAI) (>= 9 points),recGDks94ofgy8LGk
 osteoporosis risk assessment score < 9 points,recpaq888h0CUjpkq
Any ≥ 4 of 5 clinical findings of acute sinusitis,rec0hUqqSCqKSwSX5
Any ≥ 3 clinical findings of acute sinusitis,recslyizYzebKuYI4
Any ≥ 2 of 5 clinical findings of acute sinusitis,recmyVAVmJQZlCj2b
Any ≥ 1 of 5 clinical finding of acute sinusitis,recDFjq6Em51GFyqQ
No clinical finding of acute sinusitis,recZM2o5IvJJTdxrA
 apgar score,recnh8w9Xjutn0gfW
 jones criteria,recq01s3MiN00HzvF
 CAGE score = 0,rec9ZQ3ZK8s33AVWK
Increased centor score (>= 2),recJbcqq2LogDTc1M
Decreased centor score < 2,recDjlzd3UZg2Eety
Increased modified Centor score (>= 4),recoPxAdScGdnUnMJ
Increased modified Centor score (>= 2),recx5WfZATWRnOgDO
Decreased modified Centor score 0-1,recCxjB9T7l2mrzo5
 centor Score : 0-4,recNIVvxAA22G7uZ1
Score of 3 on the Cincinnati Prehospital Stroke Scale,recKnS2g5Q31W4pak
Score of 1 on the Cincinnati Prehospital Stroke Scale,rec8IYrxe7TkhCwyE
Score of 2 on the Cincinnati Prehospital Stroke Scale,rechn6LnVd8ucrTEk
Cincinnati Prehospital Stroke Scale (score >= 1),recwX6BoTZqtvSOPd
Combination of 4 clinical findings of stroke,recx2paskKNXEyIMc
Any 3 clinical findings of stroke,recEAb0y51i8oRA8Y
Any clinical findings of stroke,recKYhCOHzefngHd9
Clinical findings of aortic dissection (= 3/3),recnqZgntWO8APcpb
Clinical findings of aortic dissection (= 2/3),rectabPq3d875LnQh
Clinical findings of aortic dissection (= 1/3),recX87SKjjcHsHPfE
Clinical findings of aortic dissection,reckU5RVoYGbBWJoY
 blatchford score,recnE476TN2tt63nr
Reported secondary screening referral guideline,recyE16X6t9SAMyM9
Positive mirels score,recAgCOMdIdA19Zxj
Positive england and fraser index,recAFr7oZNDl5u2ce
 FIGO stage,recEDDJRr1gEDce84
Positive centor criteria,rec98472VBHz56M1A
Meets ACR criteria,recaS7fQH4bmoQUTA
Positive schultz-larsen criteria,reccMSupKuVev3sge
 nugent criteria,recdWoDd3nplmQgeO
Positive von reyn criteria,rece94CRk4VgNWIrN
Positive shine and lal index,recg0HbZ0BFz88Mxl
 ACR criteria,recjxv1y2ZZ7jAflD
Positive kruis score (>= 44),reckQ7dKOcGHPYLIM
Positive duke criteria,reclCR7pvg1IPeSU6
Positive manning criteria,recpaFWIJ7qQVXgVF
Fullfilled clinical criteria for Kawasaki's disease,recpbg9nl8BBofmk9
Increased LRINEC score (>= 6),recqIAgzxosCFBmrL
Findings of malnutrition ,recrvkFcwuk9GuD2R
Positive ottawa knee rule,recsbhmMieUqctK5w
Decreased mini-mental state examination (< 24/30),recuB7PYd7axRNvPc
Positive rome I criteria,recvqdWlIprGqcabH
Positive abbreviated Light's criteria,recvtp5P029pamK13
Decreased peripheral artery disease score (< 6),recwfmouQNXlHMnZj
Positive amsel criteria,recwlRZ3WVA7tIJ2s
 heart score,recJUehPsvbxIRUzK
Positive hanifin and rajka criteria,recJonalTbFU68om4
Positive brugada criteria,recLYzQ3gGi5ZEtJP
Positive modified Centor criteria,recLya6wHyo7ArnF6
Positive bishop score,recMsMNBC2avXRRIB
Positive ISTH criteria,recNWpXKdmXovP5Cl
Positive atp iii criteria,recOvNfnNmEUwWPgD
Positive michigan diabetes neuropathy score,recPbDL01p3zjUSO3
Positive green and king index,recU4DVStD9iOG7vM
Positive srivastava index,recWZl6MsrXkRWqzo
Positive UK criteria,recXTURePEoGzWOpo
Positive sgarbossa criteria,recXydRvbGJwhpfvk
Positive ottawa ankle rule,rec0XqSf3pACpftX2
Positive CAGE questionnaire,rec3xDpAzncavMG3t
Positive mini-nutritional assessment,rec5JCeB42jlArLc4
 screening,recBK2w975ZjwwoM9
 GCS score : Any decline,recAR9nf3GyRJYO6Y
Decreased GCS score : <15 at 2 h,recKNbYTcQRUvlK1f
 initial score : 13,recHR09vnJ3P6OZPP
 initial score : 14,recFuNd4doYSj6KbZ
Positive canadian CT head rule,recM3Zm61OMj3qgFN
Positive NEXUS-II rule,recYdIld0v4xBOR5O
Positive new Orleans criteria,recP8mKQbJ9qtf3OA
Positive canadian CT head rule,recjAXQCYSEHk7kZQ
Positive NICE rule,rectSrPCOOJ1BaUPt
Positive new Orleans criteria,recUcE3LFhyFTPmi2
 NCWFNS rule,recYSeg8s1JZ1JPlq
 high HEART score,recthSL0T7vucjWjf
 high TIMI score,recEBJuKNCM1CoLWE
 intermediate HEART score,recKuRCcXu4DsF3P3
 intermediate TIMI score,recM5t0GryIrGO2Ct
 intermediate HFA/CSANZ rule,rec2TNZ854naLXZMC
 low HEART score,recEYYOhRG5ZSPvZA
 low TIMI score,rec6ZfT9wRSGdeuWY
 low HFA/CSANZ rule,recnxWKUVw7feV21K
Increased primary Care PTSD Screen score (>= 4),recGntPWbcsz1MEQk
Increased primary Care PTSD Screen score (>= 3),recWL4Z0IeXlrKkUm
Increased primary Care PTSD Screen score (>= 2),recYaE6g9eYjBBa0C
 PTSD Checklist score 45-50,recvZuozBCrun3Ugd
 PTSD Checklist score 38-44,rec0KFFKtkbJ4Srmu
 PTSD Checklist score 30-31,recEsDF1nPnbavsMC
 breslau scale,rechpWs91dbdRlYEW
Increased SPAN scale (>= 4),rec85r6GsUxhA9zb6
Increased SPAN scale (>= 3),recDYXA8gIBYIn2Qh
 single-Item PTSD Screener,recokjxpDTMhRlyiB
 trauma Screening Questionnaire,recV46uwpAkV3l8pD
 multicondition or Anxiety Instruments : K6,recyQVB5m1cEgXbwR
 multicondition or Anxiety Instruments : My Mood Monitor,recoqlGjRkLqeBfSm
 multicondition or Anxiety Instruments : Generalized Anxiety Disorders-7,recbAsWJw8c772Mlp
Increased IPSS/AUA Symptom Index (>= 20),recSNfPDThwgmia7U
 IPSS (>= 14),reczYBbeNJ77nd6Cf
Increased IPSS/AUA Symptom Index (>= 8),recFTpN2Fi8XmXS9c
 intermittent stream,rec8APdGmsl0m2nNi
 terminal dribbling,recx2qnXds5CWUXNf
Positive GAD-7 score,recnrEJe5Vmd0t1dS
Positive GAD-Q-IV score,recliJ9vztVPVFnJL
Positive ADS-GA score,recpywdFtLJp3TOdr
Positive SDDS-PC score,recbzYM0N4WrdoLqb
 PHQ,recQWdHDcALgKKKcl
 SDDS-PC,rec77KksRPoQ5mnVl
 10-Item scale,reclGSiqtwmPOE8gN
 BPDS,reciT5kUte4ARf3vL
Positive BAI-PC score,recRg3aHi7nkDNGY1
Positive PRIME-MD score,reco1TqJvvPJNb5ix
Positive light’s criteria (>= 1),recLRdPSqnnZ3ozL8
Increased STOP-Bang score (> 2),rec31yL8gI8kqu7Dl
Increased berlin score (> 1),recQDl8AYXVgKW7EP
 berlin Questionnaire (for AHI >= 15),recq7z7sS3dho8ttK
Increased NAMES-2 score (> 2),rec2AVLwcumG2Rk4W
 names-2,recmtVomkkIoxQG3u
 STOP-Bang Questionnaire (for AHI >= 15),rec93pTjDoOf6q8yn
Decreased glasgow Coma Scale score < 14,recrpA3RbFZ8FS6FG
 levine technique,rec8DSyRWp2zzn875
 DRS  (>= 10),rec08Ji4thF5EjtSD
 DRS-R-98 (> 20),recU7BsxwXvpAZs24
Decreased GAR <7,recAoM3GI6MXGMF9f
 MDAS (>= 10),rec8d17biHeLLRXgF
 MMSE <24,rect7tOeCQfRXaMXi
Positive bladder stress test,rec8U3y0RXp5FArhJ
 alvarado/MANTRELS,reca7S3eVTK1IRT7w
Positive 7-Minute Screen,rec0yNk0HED7ZvcMy
Positive memory Impairment Screen,recQFeq7nRAx5QDtY
Positive brief Alzheimer Screen,rec47G9wF7LrPnCdT
Positive mini-Cog,recc2xfXHGo3DEQ5n
Positive 6-Item Screen,recMquyPX975Bv1jd
 italian Society of Diabetology Questionnaire on Symptoms of Neuropathy (> 4 points),recP7b80mPA4vwLce
 unable to repeat >3/6 letter/number combination,rec0aTJFozEN7vXvd
 unable to repeat 50% of 3 triplet sets of numbers,recZoR3laHcmKGxwt
 failure to repeat 2 of 3 digit/letter combination on 2 occasions,recxhcgWYbq3GkMAS
 inability to repeat 2 or more combinations,recp5BlMLFJ9yZ4h3
 any single symptom of large-fiber peripheral neuropathy in patients with diabetes,rec4G9QFFib67dO5S
 6-7 (out of 7) gait/balance abnormalities,rec8ssKQ3uQaenJFY
 neuropathy Disability Score,recJfb3up8BZq51m9
 5-Test Score,recnIZIGiX9tkH8bq
 michigan Neuropathy Screening Instrument,recaaH55m3OC1UBWj
Decreased osteoporosis self-assessment tool (OST) (<= 3),recrHqasFCRYIV2CK
Positive confusion assessment method,reccPhmW1UvmSmDet
Positive SIRS criteria (>= 2/4),recCOmTskYkpfa2te
Positive qSOFA criteria (>= 2/3),recCWpdVHqiWOhV1C
Fullfilled ACR criteria for HSP,recpo2LRYYMbTw5XC
Fullfilled ACR criteria for GCA,recAcIIy8rGOOOA9k
 councilman body,recCk3HsDYCtJswlV
Charcot-Leyden crystals,rec9Aeus1yX63M3NO
Aschoff body,recbZSFppnvQQPiRX
 bracht–Wachter bodies,recJX9KkDdnEKoRal
Increased liver copper content (> 250 mcg/g),recyZnlbwiIB0pwqZ
Clue cells,reczXE3eenkYD1ikb
Positive traditional pap smear,reczkNB3zUYHaYDZb
Increased iron content (> 236 mcmol/g dry weight),recEF2GMg6RJhgR8O
 ferning of vaginal fluid,recaH5cNXlmmCi5AF
Findings of sarcoidosis,recfqGBR3SdFTpEXs
Monosodium urate crystals,recjzmliCSLZkU0L9
Findings of celiac disease,rectanXqY0sPdnciG
Positive thinprep pap smear,recwodjg10obbTK3T
Helicobacter pylori,recSeeWZTNAgXWxMx
 KOH prep,recVtRUJ7YAuxaWKK
Fat droplets,recWQdJRFql5pRcIY
Calcium oxalate crystals,rec2kAwX3QgIdbsTP
Findings of thyroid carcinoma,rec4utdVk5SqaPTnG
 AA amyloidosis,recDRzsvT0r1h321v
Mid zone lung fibrosis,recx9UisiUPZhf2R7
 crescentic glomerulonephritis,recBYLHS1jyABGexS
Glomerulonephritis,recCciFT6dHnAnikW
 AL amyloidosis,recEN9A6uomgINpcF
 amyloidosis,recEDLigNaUdRjXVZ
Reported nephrotic syndrome,rec7KvuRHoM9Od5nx
 gliosis,recaufL0biusEVKk1
 liver granuloma,reccN8O4jsrH2bb9W
 dense deposit disease,recektbzJE5LBjKP5
 acanthosis,recfxBqD6LLiEJthB
Pulmonary fibrosis,reckq2jW3GVbtjGSP
Reed-Sternberg cells,recozIxebSyXQqKaz
 parakeratosis,recpkkej8CrbTuaUv
 papillary necrosis,recsQO49OBsoJAN1p
Pulmonary eosinophilia,recsmv2coQCLYIDcY
 minimal change glomerulonephritis,rectdAhYxzG2cYqSY
Upper zone lung fibrosis,recISD7eeVle1zcjz
 acantholysis,recNssiABsc4Iuinn
 hepatic steatosis,recOJ0cdAerD56sVp
Hirano body,recSl7gnL3YRETCCy
 membrano-proliferative glomerulonephritis,recUIFJCJRewWwe16
Lower zone pulmonary fibrosis,recX2ezjXx52zPVPH
 mesangial proliferative glomerulonephritis,recZUjm7a9VRFtCAd
 interstitial nephritis,recZh1viO30FXRTz9
 membranous glomerulonephritis,rec6ws7qEIuXLWnpt
Muddy brown casts,recujnljlndeEQCej
Fatty casts,recZN0q4QCnaOpQgA
Epithelial cell casts,recdsCJcNXYRUSn4H
Red blood cell casts,rec9cgRz9hg1KoV3v
Cystine crystals,recVHw5TJwd7v20pO
Uric acid crystals,rect2zOlhOqdJT343
Calcium phosphate stones,recAawuhvU5tNoZ32
Calcium oxalate stones,recSfV8mYc9h1HsDW
Red blood cells,recC4r5yb7ueMGwcg
White blood cells,recNTo9242rcDDT5w
Absent red blood cell casts,recmzENeishr3X9VV
Lymphocytic sialadenitis,reco2IUoBdkgBOjXR
Immunoglobulin A deposits,recM9AicGRIRfa75I
Respiratory variation in IVC diameter,rec2CVvvfOLFmZTwD
Abnormal FAST examination,recX7FNEGEPwEdOl7
Abnormal FAST examination,rec92OSikYrCxiCJo
 periodic sharp wave complexes,recoG20oId8AqFuiE
Epileptiform abnormalities,recPSz1rj0djOH7SQ
 jolly's test,rec5JpJjbVdlq6csh
 single fiber electromyography,recBiJQ7z2Wc1JeRG
 repetitive nerve stimulation,receCBXi87FDJds35
Findings of myositis,recoIFHEOuUeHTsFR
 genetic testing,recEbyUANgOEfYTds
C282Y homozygosity,recjIubjyiQOdidHq
 KVLQT1 and KCNE1 mutations,recrrSlxCzi2A8n32
 SLC26A4 mutation,recKwqWCkpFMx4ouR
JAK2 mutation,rec7oWMfzqvHHaJwC
HLA DQ2/DQ8,rec3zR1K1Ggai0g3K
HLA B27,recarFfiPekT0MkWi
Body mass index,reckplVWzmKIi1DNX
Mid-arm circumference,recpAnqE9VgxCs7xz
Reported obesity,recKd3PULTGDj05z7
Disproportionate short stature,rec1K4VMf7AiUIrxV
Decreased weight (< 51 kg),recBVbvcWCpnFLO8g
 O2 desaturation with exercise,recyhBBGbvmcDCbWg
 diffusing capacity for carbon monoxide,recRak5qZlB9EW9fC
Clinical impression of acute cholecystitis,recs6goGWMd7FMJK1
Clinical impression of heart failure,recDCJIDv6EslpzeH
 patient is in heart failure,reczVZJ4msxE46vS0
 routine neonatal exam,recFaZcJWz1NIR1n4
Reported major trauma in adults; or minor in elderly,rec8IriS4hxWIl9AL
 routine exam at six weeks,rectRSP1GR1Ayqdo0
Reported self-diagnosis,recNrBqSrZ8XmFM1M
 clinical impression of obstructive sleep apnea,recGq5Uyi0UrBMRxn
Clinical impression of hemorrhagic stroke,recOY1HxeOEmRkSwg
Red flags,rec7h1clfSmfIAoAD
Recent history exercise,rechsKmiJZpjG9Lpy
Increased fetal heart rate,recox0mpzrAdYlMkX
Reported cigarette smoking (> 40 pack-years),rec05xhpv4gJTf1AM
Reported cigarette smoking,reciFpMC5VEEgL0wx
Reported residence near water,recnhLbYxdIfrr28Q
Reported dangerous mechanism of injury,recZBG2UkWwPlIUjK
Reported pedestrian struck by vehicle,recD7ZaiSr0jUaBdu
Reported tobacco use,recnNdkKGj94IkrI5
Reported alcohol consumption,recIfeRN6cNQNMvva
Abnormal urine color,recIYQLeb7V62rT1v
Testicular enlargement,rec2HBGBdYWilmBJV
Scrotal mass,rec41EY3I1f7cjGlJ
Macroscopic hematuria,recnEJnsQK6k6uqbe
Urethral discharge,recK3A63ya2KTdaVd
Painless chancre,recaqvX9raDqQcC9O
Genital ulcer,rec1JrkJcyxZ6sIda
Papular lesions,rec02lIXiXaP06udd
Painful genital ulcer,rec4nIFtmZ3udErPb
 speech disorders,recaddhiIwky52IRV
Exposure to undercooked pork,recNoaJxTbW0SH2Dz
Exposure to salt water,recYsgYn4sKx0wRnn
Exposure to fresh water,recwGyjEG0gF8C1Kc
Exposure to gardening,recQoNm3SEDi4qGmG
Exposure to hot tub water,recNOvJgy0QL0QhVb
Exposure to animal meat,recOnDheNTZ9fNe6l
Exposure to cat bite,recTonUgomW95KJjQ
Exposure to cat scratch,rec5CN6icaXi9xBgp
Exposure to human bite,recZEdwlggLA2gRkx
Exposure to dog bite,recb9Ad6dASd3Ngg7
Exposure to animal bite,recmsnpZbxunN4GnJ
Rapid Y descent,recs6MosDLeL8ErJs
Blunted Y descent,recXa4N90kIDSuvyh
Red wale sign,recDndB4TziTIkpMh
Red spot sign,rec91WAjfEp0XDV5K
Subglottic stenosis,recNPN8KEO1IOiyaM
Reported generalized pruritus,reciBZyDInJnCibuG
Polycythemia,recjPde4M19cw3s8E
Decreased serum very low density lipoproteins,recklxNO0UeE7PnuN
Decreased serum alkaline phosphatase,recofvnSGnJQWag9G
Cardiac failure,recUgpLV8hivk354R
Decreased serum renin levels,rec6lWfmtghWJf44B
Decreased urine sodium,rec28qcTrPZrWM4L8
Decreased urine pH,recHT8CrHO6VKl5Zp
Lower respiratory tract infection,recbMJtsThl691gGs
Decreased P wave amplitude,recS3IHydv5NCrP3H
Decreased serum total complement,rec8GUp8fO0okMcsy
Bladder outflow obstruction,rec80AiHlWZNtfDiK
Decreased serum ferritin,recf5cb3x2xtHQRzk
Decreased birth weight,recCeWqb3Eng7nfP9
Decreased plasma carnitine,reco0OQ08SFyvSqiz
Low voltages,recosk5HkcTtrPgOy
Polyhydramnios,reccWyp9KDzhHMGzM
Polymorphic light eruption,recaDbmDsH2ElDruP
Atrioventricular block,rectUkDYogQ6pDY62
Pre-hepatic jaundice,rec3vF5x6OR3uWhzi
Pulmonary collapse,recO90QrVxHyd3bMV
Pseudobulbar palsy,recR1Gw8OIKsS6LDq
Pulmonary consolidation,recAMXnQVtc11ONaO
Prolonged QT interval,rec9v6HqgjsFszYNW
Right QRS axis deviation,recS2Qdy1hfPulch0
Right ventricular hypertrophy,reclBz4naIDGm9tvg
Peripheral autonomic neuropathy,recjn9gDUW0KZvtqO
Scrotal hematoma,rec2xj2Oynl0C4ttb
Intracranial calcifications,recU2cVDYbzvf2UtQ
Spider naevi,recR5MvKOL99JSGJ6
Increased T wave amplitude,recH12mY26nHqI6tg
Decreased T wave amplitude,recdEeUd5RNqjNLPo
Increased U wave amplitude,recKf2Gd1ZiyiA5vc
Vitiligo,recG75ZbSIbGsQgf9
Xanthochromia,recGUlT9BpZUVu7ph
Increased serum alanine aminotransferase,recxq7iQ2uVnhruOq
Aminoaciduria,recbsSlFQJ068qOni
Blood vessel trauma,rechsqK381YyowLmz
High anion gap metabolic acidosis,recG5M1u6z8Aj9DDA
Increased serum aspartate aminotransferase,recPDPKjAFvnnFWHM
